time_s,voltage_V,adc_value
0.00695000,-88.327439,0
0.00700000,131.750633,16
0.00705000,77.733257,10
0.00710000,83.272430,10
0.00715000,85.181222,11
0.00720000,66.506821,8
0.00725000,168.922332,21
0.00730000,77.532392,10
0.00735000,86.948056,11
0.00740000,221.049675,27
0.00745000,127.556219,16
0.00750000,31.891156,4
0.00755000,157.013410,19
0.00760000,-87.660910,0
0.00765000,26.264601,3
0.00770000,97.502386,12
0.00775000,-96.258856,0
0.00780000,180.389848,22
0.00785000,-58.507067,0
0.00790000,-197.015392,0
0.00795000,-64.695618,0
0.00800000,46.922587,6
0.00805000,-0.370821,0
0.00810000,48.032823,6
0.00815000,-52.956174,0
0.00820000,4.110527,1
0.00825000,74.680664,9
0.00830000,5.778144,1
0.00835000,-91.167376,0
0.00840000,155.363397,19
0.00845000,50.379341,6
0.00850000,-18.243791,0
0.00855000,-40.021591,0
0.00860000,-332.178233,0
0.00865000,-68.715339,0
0.00870000,56.277669,7
0.00875000,85.582434,11
0.00880000,-12.047945,0
0.00885000,-41.568830,0
0.00890000,-102.081780,0
0.00895000,-63.574738,0
0.00900000,-173.720378,0
0.00905000,16.721709,2
0.00910000,-74.304977,0
0.00915000,-31.548475,0
0.00920000,163.799133,20
0.00925000,-75.459749,0
0.00930000,-58.173654,0
0.00935000,65.220035,8
0.00940000,-170.058361,0
0.00945000,28.189903,3
0.00950000,-43.700879,0
0.00955000,-94.343014,0
0.00960000,-46.211935,0
0.00965000,18.877141,2
0.00970000,-103.747323,0
0.00975000,-79.433394,0
0.00980000,-75.101362,0
0.00985000,-186.652520,0
0.00990000,121.623901,15
0.00995000,53.602107,7
0.01000000,57.799642,7
0.01005000,89.721242,11
0.01010000,-73.274721,0
0.01015000,-6.891180,0
0.01020000,132.427210,16
0.01025000,5.525675,1
0.01030000,-22.821625,0
0.01035000,28.410205,4
0.01040000,-153.682292,0
0.01045000,-58.712422,0
0.01050000,-158.492992,0
0.01055000,-59.239303,0
0.01060000,139.006244,17
0.01065000,0.005721,0
0.01070000,33.068317,4
0.01075000,-127.762220,0
0.01080000,71.712283,9
0.01085000,-82.725926,0
0.01090000,-141.902545,0
0.01095000,54.205704,7
0.01100000,140.448145,17
0.01105000,-6.511381,0
0.01110000,36.988997,5
0.01115000,26.964376,3
0.01120000,16.290045,2
0.01125000,17.564395,2
0.01130000,-99.792331,0
0.01135000,-5.898641,0
0.01140000,-11.485501,0
0.01145000,-41.834242,0
0.01150000,48.575370,6
0.01155000,-26.272308,0
0.01160000,-309.741957,0
0.01165000,211.974994,26
0.01170000,-120.123433,0
0.01175000,-78.067929,0
0.01180000,34.207479,4
0.01185000,-21.118560,0
0.01190000,-76.940363,0
0.01195000,86.015301,11
0.01200000,81.187814,10
0.01205000,123.272580,15
0.01210000,109.350117,14
0.01215000,-39.980155,0
0.01220000,17.926086,2
0.01225000,187.090773,23
0.01230000,94.768196,12
0.01235000,-48.132838,0
0.01240000,-157.909030,0
0.01245000,60.821844,8
0.01250000,107.751932,13
0.01255000,-109.473935,0
0.01260000,48.369084,6
0.01265000,-90.408409,0
0.01270000,37.814249,5
0.01275000,52.077595,6
0.01280000,-152.588891,0
0.01285000,128.503276,16
0.01290000,111.948076,14
0.01295000,-63.922246,0
0.01300000,38.779939,5
0.01305000,-116.648379,0
0.01310000,-99.771197,0
0.01315000,-95.166543,0
0.01320000,210.386989,26
0.01325000,-76.813361,0
0.01330000,-67.273085,0
0.01335000,-85.367594,0
0.01340000,106.241906,13
0.01345000,72.605881,9
0.01350000,56.008846,7
0.01355000,-48.072358,0
0.01360000,4.747353,1
0.01365000,-148.119595,0
0.01370000,-78.909457,0
0.01375000,-90.341571,0
0.01380000,-196.241442,0
0.01385000,-9.371646,0
0.01390000,-132.650883,0
0.01395000,-28.212418,0
0.01400000,-0.328656,0
0.01405000,59.173054,7
0.01410000,-67.176318,0
0.01415000,110.024664,14
0.01420000,43.331406,5
0.01425000,-38.219978,0
0.01430000,16.516218,2
0.01435000,-17.783492,0
0.01440000,-4.573274,0
0.01445000,-60.730937,0
0.01450000,-173.920002,0
0.01455000,40.800015,5
0.01460000,-104.778579,0
0.01465000,30.883199,4
0.01470000,-205.272357,0
0.01475000,47.264121,6
0.01480000,-94.311690,0
0.01485000,-99.856293,0
0.01490000,42.778882,5
0.01495000,102.132702,13
0.01500000,-23.763871,0
0.01505000,100.350317,12
0.01510000,-0.164639,0
0.01515000,158.518233,20
0.01520000,-4.543628,0
0.01525000,115.060814,14
0.01530000,-66.683544,0
0.01535000,44.900693,6
0.01540000,18.402688,2
0.01545000,28.618319,4
0.01550000,-49.097290,0
0.01555000,34.798727,4
0.01560000,-50.969088,0
0.01565000,27.820708,3
0.01570000,-3.447516,0
0.01575000,-36.362426,0
0.01580000,50.357178,6
0.01585000,15.241429,2
0.01590000,83.657654,10
0.01595000,-18.850717,0
0.01600000,-22.131005,0
0.01605000,131.830249,16
0.01610000,-40.918546,0
0.01615000,-2.005216,0
0.01620000,-64.447263,0
0.01625000,64.169501,8
0.01630000,3.736339,0
0.01635000,126.495033,16
0.01640000,14.778822,2
0.01645000,121.291628,15
0.01650000,-115.925227,0
0.01655000,2.872086,0
0.01660000,-62.192629,0
0.01665000,134.121991,17
0.01670000,124.052797,15
0.01675000,-27.641237,0
0.01680000,121.163550,15
0.01685000,229.996233,29
0.01690000,-66.729360,0
0.01695000,125.095137,16
0.01700000,-0.561543,0
0.01705000,11.878789,1
0.01710000,51.668820,6
0.01715000,12.774069,2
0.01720000,-197.721818,0
0.01725000,58.127786,7
0.01730000,-27.988068,0
0.01735000,254.021884,32
0.01740000,8.694024,1
0.01745000,-155.543041,0
0.01750000,73.370754,9
0.01755000,150.781569,19
0.01760000,-122.712794,0
0.01765000,76.118950,9
0.01770000,-39.115757,0
0.01775000,4.928405,1
0.01780000,-16.723310,0
0.01785000,-62.605091,0
0.01790000,-203.343791,0
0.01795000,-45.362484,0
0.01800000,116.532962,14
0.01805000,-39.307723,0
0.01810000,-19.533514,0
0.01815000,143.667027,18
0.01820000,-134.963189,0
0.01825000,102.282680,13
0.01830000,-251.789252,0
0.01835000,-30.399283,0
0.01840000,-16.594996,0
0.01845000,-31.629012,0
0.01850000,38.636903,5
0.01855000,-17.997232,0
0.01860000,126.668925,16
0.01865000,84.927440,11
0.01870000,-7.417375,0
0.01875000,119.011326,15
0.01880000,18.508107,2
0.01885000,-258.366642,0
0.01890000,5.946368,1
0.01895000,-8.708018,0
0.01900000,116.239431,14
0.01905000,-13.424996,0
0.01910000,216.837333,27
0.01915000,-28.767749,0
0.01920000,7.269681,1
0.01925000,-28.476907,0
0.01930000,234.986343,29
0.01935000,104.695172,13
0.01940000,171.588127,21
0.01945000,39.881421,5
0.01950000,108.684750,13
0.01955000,5.933555,1
0.01960000,-8.167610,0
0.01965000,-120.455520,0
0.01970000,17.175454,2
0.01975000,110.506923,14
0.01980000,-54.076272,0
0.01985000,-4.204650,0
0.01990000,-73.583333,0
0.01995000,-109.579025,0
0.02000000,-140.122078,0
0.02005000,-33.445262,0
0.02010000,82.300655,10
0.02015000,78.837830,10
0.02020000,-88.527635,0
0.02025000,-84.770753,0
0.02030000,-117.360562,0
0.02035000,-16.174090,0
0.02040000,39.271237,5
0.02045000,18.376544,2
0.02050000,-93.318147,0
0.02055000,104.744290,13
0.02060000,-24.137765,0
0.02065000,34.235845,4
0.02070000,-70.519082,0
0.02075000,9.186690,1
0.02080000,-30.150656,0
0.02085000,-77.740757,0
0.02090000,47.033240,6
0.02095000,78.557406,10
0.02100000,-90.256771,0
0.02105000,26.505583,3
0.02110000,-45.594641,0
0.02115000,53.729253,7
0.02120000,-43.293190,0
0.02125000,133.779313,17
0.02130000,114.613012,14
0.02135000,-5.142728,0
0.02140000,-109.347240,0
0.02145000,67.074610,8
0.02150000,-103.755600,0
0.02155000,165.810902,21
0.02160000,96.952018,12
0.02165000,67.052447,8
0.02170000,5.657101,1
0.02175000,-118.292556,0
0.02180000,57.911758,7
0.02185000,-14.057735,0
0.02190000,105.497499,13
0.02195000,-36.873884,0
0.02200000,117.372295,15
0.02205000,-190.621829,0
0.02210000,27.413484,3
0.02215000,-213.328782,0
0.02220000,-12.226170,0
0.02225000,170.015717,21
0.02230000,-14.400997,0
0.02235000,255.331682,32
0.02240000,-55.148213,0
0.02245000,-54.028629,0
0.02250000,-101.072621,0
0.02255000,-35.701606,0
0.02260000,-78.949177,0
0.02265000,30.151683,4
0.02270000,93.550730,12
0.02275000,-144.216962,0
0.02280000,73.685124,9
0.02285000,-203.912192,0
0.02290000,-141.770403,0
0.02295000,-36.287108,0
0.02300000,-111.966706,0
0.02305000,12.437411,2
0.02310000,20.742160,3
0.02315000,-47.239802,0
0.02320000,16.846340,2
0.02325000,78.677210,10
0.02330000,24.209286,3
0.02335000,139.384359,17
0.02340000,-118.581366,0
0.02345000,124.345876,15
0.02350000,-189.872010,0
0.02355000,-90.119175,0
0.02360000,107.893538,13
0.02365000,9.799520,1
0.02370000,135.197443,17
0.02375000,85.253323,11
0.02380000,-69.455276,0
0.02385000,14.617754,2
0.02390000,-57.793787,0
0.02395000,-49.677729,0
0.02400000,63.846324,8
0.02405000,-66.585801,0
0.02410000,-148.650123,0
0.02415000,54.100568,7
0.02420000,-29.608298,0
0.02425000,-4.278315,0
0.02430000,-181.621566,0
0.02435000,-68.714841,0
0.02440000,88.636767,11
0.02445000,20.081845,2
0.02450000,-18.904577,0
0.02455000,-3.511085,0
0.02460000,-89.350322,0
0.02465000,-99.316420,0
0.02470000,-37.852612,0
0.02475000,125.353563,16
0.02480000,-62.717915,0
0.02485000,19.928893,2
0.02490000,134.221732,17
0.02495000,-1.986812,0
0.02500000,57.869894,7
0.02505000,20.003703,2
0.02510000,-13.109275,0
0.02515000,162.108698,20
0.02520000,-41.955688,0
0.02525000,-146.124301,0
0.02530000,-155.912443,0
0.02535000,47.434052,6
0.02540000,151.526390,19
0.02545000,8.295690,1
0.02550000,86.204669,11
0.02555000,-89.721795,0
0.02560000,-76.172681,0
0.02565000,-35.960653,0
0.02570000,-40.730352,0
0.02575000,89.611603,11
0.02580000,39.162268,5
0.02585000,41.528192,5
0.02590000,29.908948,4
0.02595000,188.067279,23
0.02600000,-46.039366,0
0.02605000,50.936922,6
0.02610000,102.273041,13
0.02615000,-52.998952,0
0.02620000,-78.591868,0
0.02625000,25.611784,3
0.02630000,114.296583,14
0.02635000,215.501265,27
0.02640000,146.247911,18
0.02645000,-59.439864,0
0.02650000,-9.637621,0
0.02655000,-60.865104,0
0.02660000,-39.511051,0
0.02665000,-166.303820,0
0.02670000,54.401546,7
0.02675000,23.647994,3
0.02680000,31.373668,4
0.02685000,124.747996,15
0.02690000,60.920195,8
0.02695000,126.626696,16
0.02700000,-68.522898,0
0.02705000,43.433131,5
0.02710000,18.137013,2
0.02715000,-102.346291,0
0.02720000,57.286235,7
0.02725000,28.147478,3
0.02730000,122.204164,15
0.02735000,166.992244,21
0.02740000,11.948554,1
0.02745000,14.324863,2
0.02750000,-179.168322,0
0.02755000,46.892578,6
0.02760000,-30.233482,0
0.02765000,48.142772,6
0.02770000,-36.481317,0
0.02775000,-85.523233,0
0.02780000,63.131363,8
0.02785000,131.638863,16
0.02790000,-192.795203,0
0.02795000,-47.774409,0
0.02800000,89.989152,11
0.02805000,7.985297,1
0.02810000,83.488315,10
0.02815000,74.622955,9
0.02820000,-10.466334,0
0.02825000,-14.782022,0
0.02830000,-102.335180,0
0.02835000,122.470226,15
0.02840000,-66.186167,0
0.02845000,-63.727751,0
0.02850000,156.211900,19
0.02855000,-12.679089,0
0.02860000,5.392469,1
0.02865000,-90.815431,0
0.02870000,-44.181110,0
0.02875000,150.799587,19
0.02880000,4.360155,1
0.02885000,-25.092304,0
0.02890000,24.697783,3
0.02895000,-15.907242,0
0.02900000,-119.183530,0
0.02905000,55.244796,7
0.02910000,151.537490,19
0.02915000,75.123259,9
0.02920000,19.866166,2
0.02925000,101.425271,13
0.02930000,-49.740557,0
0.02935000,34.702840,4
0.02940000,35.595755,4
0.02945000,19.128622,2
0.02950000,-21.289884,0
0.02955000,70.522493,9
0.02960000,-33.998039,0
0.02965000,34.854004,4
0.02970000,-173.377823,0
0.02975000,-154.171865,0
0.02980000,-19.597454,0
0.02985000,-33.316096,0
0.02990000,-88.807878,0
0.02995000,51.979728,6
0.03000000,-51.411257,0
0.03005000,-189.006639,0
0.03010000,-41.950923,0
0.03015000,31.744141,4
0.03020000,119.679059,15
0.03025000,151.625137,19
0.03030000,171.873440,21
0.03035000,7.547825,1
0.03040000,26.345735,3
0.03045000,-18.363184,0
0.03050000,19.088254,2
0.03055000,-36.979257,0
0.03060000,-50.106961,0
0.03065000,-180.147376,0
0.03070000,-123.713353,0
0.03075000,-73.333424,0
0.03080000,-58.352972,0
0.03085000,33.039954,4
0.03090000,-257.156484,0
0.03095000,-57.170706,0
0.03100000,-134.741990,0
0.03105000,58.497044,7
0.03110000,-41.578228,0
0.03115000,-100.895909,0
0.03120000,129.158859,16
0.03125000,-167.558671,0
0.03130000,-18.377978,0
0.03135000,44.958885,6
0.03140000,-91.252976,0
0.03145000,-229.339408,0
0.03150000,87.572706,11
0.03155000,154.632443,19
0.03160000,-185.513138,0
0.03165000,-151.922573,0
0.03170000,-74.581201,0
0.03175000,3.308376,0
0.03180000,74.562700,9
0.03185000,42.869571,5
0.03190000,28.421157,4
0.03195000,28.958194,4
0.03200000,-122.214879,0
0.03205000,-114.288354,0
0.03210000,-22.628701,0
0.03215000,-13.978781,0
0.03220000,71.156880,9
0.03225000,76.636564,10
0.03230000,1.289598,0
0.03235000,72.272086,9
0.03240000,-105.275378,0
0.03245000,52.779855,7
0.03250000,-97.731041,0
0.03255000,21.402572,3
0.03260000,-39.156099,0
0.03265000,-114.595168,0
0.03270000,108.845545,14
0.03275000,19.778773,2
0.03280000,-105.837746,0
0.03285000,-100.750230,0
0.03290000,-81.235148,0
0.03295000,-49.628225,0
0.03300000,-29.675473,0
0.03305000,-1.070919,0
0.03310000,36.759048,5
0.03315000,-128.682091,0
0.03320000,-25.796278,0
0.03325000,-145.011586,0
0.03330000,-86.402961,0
0.03335000,166.833547,21
0.03340000,49.365639,6
0.03345000,-166.966551,0
0.03350000,-19.584475,0
0.03355000,99.301389,12
0.03360000,156.993245,19
0.03365000,-38.054833,0
0.03370000,-50.360996,0
0.03375000,74.179900,9
0.03380000,-22.602670,0
0.03385000,26.149011,3
0.03390000,26.550375,3
0.03395000,2.546920,0
0.03400000,46.040979,6
0.03405000,24.180604,3
0.03410000,4.741530,1
0.03415000,102.473676,13
0.03420000,54.398997,7
0.03425000,-135.804289,0
0.03430000,-64.702665,0
0.03435000,69.859512,9
0.03440000,-15.695947,0
0.03445000,-63.160559,0
0.03450000,-2.033400,0
0.03455000,-205.361235,0
0.03460000,54.713507,7
0.03465000,-53.077866,0
0.03470000,106.843082,13
0.03475000,111.932252,14
0.03480000,-116.862390,0
0.03485000,-43.152401,0
0.03490000,-150.502572,0
0.03495000,123.392699,15
0.03500000,127.427359,16
0.03505000,-44.990812,0
0.03510000,-0.841524,0
0.03515000,-32.822797,0
0.03520000,-143.342323,0
0.03525000,2.771246,0
0.03530000,43.262481,5
0.03535000,225.634951,28
0.03540000,173.063735,21
0.03545000,-4.024707,0
0.03550000,-80.136735,0
0.03555000,38.144249,5
0.03560000,-148.388071,0
0.03565000,87.602247,11
0.03570000,-88.999276,0
0.03575000,-32.948244,0
0.03580000,14.907447,2
0.03585000,-178.423798,0
0.03590000,-7.137067,0
0.03595000,-99.801385,0
0.03600000,-9.934004,0
0.03605000,-102.654212,0
0.03610000,-141.247391,0
0.03615000,153.849842,19
0.03620000,75.258993,9
0.03625000,14.765438,2
0.03630000,-91.878293,0
0.03635000,-124.204117,0
0.03640000,-123.606305,0
0.03645000,5.670854,1
0.03650000,74.771791,9
0.03655000,-146.333941,0
0.03660000,-11.925367,0
0.03665000,3.786544,0
0.03670000,27.076896,3
0.03675000,-37.893299,0
0.03680000,52.424435,7
0.03685000,12.525495,2
0.03690000,86.658908,11
0.03695000,40.560592,5
0.03700000,41.061943,5
0.03705000,79.989936,10
0.03710000,-126.729455,0
0.03715000,-52.134576,0
0.03720000,-58.227812,0
0.03725000,-157.949790,0
0.03730000,-25.940372,0
0.03735000,84.292749,10
0.03740000,54.306949,7
0.03745000,30.072452,4
0.03750000,-70.031069,0
0.03755000,6.556180,1
0.03760000,121.476983,15
0.03765000,-214.327379,0
0.03770000,-32.554536,0
0.03775000,200.522139,25
0.03780000,-53.180722,0
0.03785000,-8.204116,0
0.03790000,118.053261,15
0.03795000,-181.108107,0
0.03800000,-124.225424,0
0.03805000,202.047774,25
0.03810000,-136.509380,0
0.03815000,52.824548,7
0.03820000,115.149839,14
0.03825000,-65.872930,0
0.03830000,-33.146075,0
0.03835000,-83.533162,0
0.03840000,-116.535014,0
0.03845000,-33.073676,0
0.03850000,62.306180,8
0.03855000,-89.648254,0
0.03860000,81.978058,10
0.03865000,19.371714,2
0.03870000,79.977403,10
0.03875000,149.978142,19
0.03880000,-42.689363,0
0.03885000,-58.052323,0
0.03890000,5.337903,1
0.03895000,-184.360728,0
0.03900000,111.082371,14
0.03905000,-55.354936,0
0.03910000,205.617025,26
0.03915000,-143.621463,0
0.03920000,178.478434,22
0.03925000,108.699719,13
0.03930000,61.172107,8
0.03935000,226.957404,28
0.03940000,-20.713851,0
0.03945000,-83.501838,0
0.03950000,-1.423386,0
0.03955000,48.855189,6
0.03960000,121.214981,15
0.03965000,61.740470,8
0.03970000,-11.670559,0
0.03975000,-103.925401,0
0.03980000,45.681250,6
0.03985000,53.732627,7
0.03990000,59.418897,7
0.03995000,121.767753,15
0.04000000,-49.598911,0
0.04005000,-40.486015,0
0.04010000,106.372735,13
0.04015000,-254.030774,0
0.04020000,142.580947,18
0.04025000,-136.797433,0
0.04030000,-112.323888,0
0.04035000,36.480481,5
0.04040000,-165.825220,0
0.04045000,-14.826719,0
0.04050000,-195.173102,0
0.04055000,165.392917,21
0.04060000,-51.233653,0
0.04065000,-125.279717,0
0.04070000,-68.083866,0
0.04075000,42.869296,5
0.04080000,-143.355134,0
0.04085000,-57.201058,0
0.04090000,27.012203,3
0.04095000,-67.731816,0
0.04100000,-55.251514,0
0.04105000,1.473948,0
0.04110000,-40.545042,0
0.04115000,53.830596,7
0.04120000,-198.674384,0
0.04125000,-53.379311,0
0.04130000,35.072834,4
0.04135000,-19.913310,0
0.04140000,150.532943,19
0.04145000,93.438486,12
0.04150000,26.766132,3
0.04155000,79.383964,10
0.04160000,-159.804242,0
0.04165000,-2.335121,0
0.04170000,-28.486820,0
0.04175000,-25.525281,0
0.04180000,-150.186688,0
0.04185000,-170.560702,0
0.04190000,61.268273,8
0.04195000,42.035773,5
0.04200000,15.505703,2
0.04205000,-34.761882,0
0.04210000,41.966169,5
0.04215000,-167.622357,0
0.04220000,77.505500,10
0.04225000,-167.286012,0
0.04230000,30.416935,4
0.04235000,28.782719,4
0.04240000,83.204945,10
0.04245000,38.066211,5
0.04250000,42.769094,5
0.04255000,121.578849,15
0.04260000,-72.711311,0
0.04265000,-69.957520,0
0.04270000,-124.437956,0
0.04275000,-141.678056,0
0.04280000,43.130947,5
0.04285000,-63.564892,0
0.04290000,110.234170,14
0.04295000,65.328635,8
0.04300000,-9.819297,0
0.04305000,-77.299171,0
0.04310000,-119.630619,0
0.04315000,74.774092,9
0.04320000,-26.938621,0
0.04325000,111.680247,14
0.04330000,-78.832929,0
0.04335000,0.944248,0
0.04340000,89.226338,11
0.04345000,-63.610306,0
0.04350000,85.225801,11
0.04355000,-204.849272,0
0.04360000,-158.164566,0
0.04365000,96.384018,12
0.04370000,-252.829979,0
0.04375000,54.099298,7
0.04380000,14.862483,2
0.04385000,52.839540,7
0.04390000,39.097381,5
0.04395000,15.159118,2
0.04400000,52.064890,6
0.04405000,-57.135513,0
0.04410000,173.059867,21
0.04415000,44.439333,6
0.04420000,-91.994384,0
0.04425000,139.440711,17
0.04430000,12.181361,2
0.04435000,-17.718919,0
0.04440000,140.261244,17
0.04445000,-0.071521,0
0.04450000,2.166569,0
0.04455000,6.339391,1
0.04460000,-82.594186,0
0.04465000,82.683443,10
0.04470000,-93.104423,0
0.04475000,141.742321,18
0.04480000,72.070479,9
0.04485000,178.426431,22
0.04490000,-28.286138,0
0.04495000,53.103760,7
0.04500000,125.777964,16
0.04505000,-64.534048,0
0.04510000,86.367571,11
0.04515000,-67.801911,0
0.04520000,50.206794,6
0.04525000,91.915726,11
0.04530000,-153.154528,0
0.04535000,-11.530860,0
0.04540000,49.546039,6
0.04545000,70.903851,9
0.04550000,89.257066,11
0.04555000,-62.260861,0
0.04560000,47.436965,6
0.04565000,-263.233805,0
0.04570000,195.854118,24
0.04575000,-183.067728,0
0.04580000,95.494223,12
0.04585000,18.875176,2
0.04590000,86.996151,11
0.04595000,-65.691006,0
0.04600000,85.940399,11
0.04605000,60.536408,8
0.04610000,-26.142444,0
0.04615000,144.976811,18
0.04620000,90.635806,11
0.04625000,5.395451,1
0.04630000,98.517221,12
0.04635000,-84.083725,0
0.04640000,34.000195,4
0.04645000,18.512910,2
0.04650000,34.361666,4
0.04655000,28.345037,4
0.04660000,-24.850843,0
0.04665000,-138.200358,0
0.04670000,-20.193251,0
0.04675000,66.820486,8
0.04680000,65.891665,8
0.04685000,196.395409,24
0.04690000,-26.344545,0
0.04695000,44.521052,6
0.04700000,-75.571784,0
0.04705000,171.223662,21
0.04710000,-18.836972,0
0.04715000,-57.489860,0
0.04720000,-23.685971,0
0.04725000,-9.861140,0
0.04730000,-84.688446,0
0.04735000,145.705499,18
0.04740000,134.785020,17
0.04745000,37.335826,5
0.04750000,-142.419105,0
0.04755000,-92.147993,0
0.04760000,19.947925,2
0.04765000,-36.756453,0
0.04770000,155.342811,19
0.04775000,-96.036841,0
0.04780000,-173.903198,0
0.04785000,106.580080,13
0.04790000,-147.617158,0
0.04795000,28.713225,4
0.04800000,-150.128631,0
0.04805000,-316.182130,0
0.04810000,145.824444,18
0.04815000,173.857092,22
0.04820000,93.096442,12
0.04825000,26.871637,3
0.04830000,-89.470357,0
0.04835000,69.815178,9
0.04840000,17.836523,2
0.04845000,57.322052,7
0.04850000,-127.450820,0
0.04855000,-30.959853,0
0.04860000,40.836205,5
0.04865000,-9.736278,0
0.04870000,-115.183224,0
0.04875000,156.443657,19
0.04880000,37.260169,5
0.04885000,-22.337189,0
0.04890000,37.323824,5
0.04895000,-49.020460,0
0.04900000,65.709375,8
0.04905000,-126.734739,0
0.04910000,6.320430,1
0.04915000,49.459733,6
0.04920000,-36.105439,0
0.04925000,63.776900,8
0.04930000,-12.227526,0
0.04935000,4.227658,1
0.04940000,108.401251,13
0.04945000,123.750113,15
0.04950000,81.078671,10
0.04955000,-230.567134,0
0.04960000,166.410902,21
0.04965000,-114.681725,0
0.04970000,-39.052660,0
0.04975000,-35.660672,0
0.04980000,8.837357,1
0.04985000,-100.496315,0
0.04990000,110.636982,14
0.04995000,-21.445563,0
0.05000000,159.736876,20
0.05005000,28.083471,3
0.05010000,86.287659,11
0.05015000,76.353769,9
0.05020000,26.157315,3
0.05025000,40.890386,5
0.05030000,-13.658557,0
0.05035000,182.779862,23
0.05040000,58.781606,7
0.05045000,47.432766,6
0.05050000,89.241618,11
0.05055000,70.640755,9
0.05060000,-115.100796,0
0.05065000,-41.071714,0
0.05070000,135.338600,17
0.05075000,107.386398,13
0.05080000,31.455200,4
0.05085000,-72.876408,0
0.05090000,85.324355,11
0.05095000,-75.474737,0
0.05100000,74.751141,9
0.05105000,-82.420305,0
0.05110000,-103.954921,0
0.05115000,-8.448489,0
0.05120000,-49.261546,0
0.05125000,-47.598445,0
0.05130000,-26.137823,0
0.05135000,-167.128725,0
0.05140000,-178.370297,0
0.05145000,-36.460630,0
0.05150000,-109.816726,0
0.05155000,-49.775022,0
0.05160000,-21.833388,0
0.05165000,200.320929,25
0.05170000,13.862626,2
